row_id,timestamp,animal_id,behavior,anomaly,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,heart_rate_bpm,temperature_c
248,01-01-2025 04:07,cow_18,resting,0,0.114,0.286,1.079,-3.32,3.33,3.22,74,38.25
249,01-01-2025 04:08,cow_14,resting,0,-0.131,0.123,0.609,-2.97,-9.7,-5.27,90,39.09
250,01-01-2025 04:09,cow_18,grazing,0,0.057,0.12,1.222,-4.44,3.42,6.63,91,38
251,01-01-2025 04:10,cow_2,grazing,0,0.125,0.273,1.463,-6.45,-3.66,-5.77,71,38.57
252,01-01-2025 04:11,cow_3,grazing,0,-0.237,0.016,0.872,5.48,-5.42,-3.72,65,38.55
253,01-01-2025 04:12,cow_16,ruminating,0,-0.126,0.342,0.932,-1.31,-0.07,0.61,76,38.89
254,01-01-2025 04:13,cow_9,grazing,0,0.292,0.712,1.363,-2.38,-9.73,6.01,68,39.11
255,01-01-2025 04:14,cow_4,ruminating,0,0.453,-0.127,1.209,0.71,-2.09,13.23,53,37.63
256,01-01-2025 04:15,cow_1,resting,0,0.097,0.181,1.312,-2.94,5.13,5.79,65,38.36
257,01-01-2025 04:16,cow_4,grazing,0,-0.004,0.051,0.663,3.69,-6.24,-7.18,75,38.88
258,01-01-2025 04:17,cow_1,grazing,0,-0.08,0.057,1.296,0.36,0.44,0.86,64,37.33
259,01-01-2025 04:18,cow_14,ruminating,0,0.21,0.156,0.475,2.99,-3.54,-4.84,59,37.38
260,01-01-2025 04:19,cow_16,ruminating,0,-0.161,0.026,1.609,-8.56,3.51,-11.56,78,38.86
261,01-01-2025 04:20,cow_20,resting,0,0.3,0.019,1.118,2.04,-0.83,0.79,65,38.65
262,01-01-2025 04:21,cow_8,grazing,0,0.23,0.482,1.083,-7.08,-5.67,5.12,62,38.45
263,01-01-2025 04:22,cow_7,walking,0,0.15,0.923,1.784,4.97,3.76,-2.88,49,38.06
264,01-01-2025 04:23,cow_3,grazing,0,-0.487,0.359,1.081,-7.4,4.46,1,66,38.33
265,01-01-2025 04:24,cow_17,ruminating,0,0.202,-0.246,1.36,4.44,-0.88,0.83,70,37.83
266,01-01-2025 04:25,cow_1,drinking,0,0.129,-0.218,1.012,-5.3,10.28,-0.72,73,38.42
267,01-01-2025 04:26,cow_16,grazing,0,0.377,0.044,0.848,-6.26,0.05,-0.51,82,38.21
268,01-01-2025 04:27,cow_12,grazing,0,0.808,0.003,0.51,5.41,-5.34,-0.27,74,38.39
269,01-01-2025 04:28,cow_19,grazing,0,-0.041,0.085,1.092,2.39,4.02,8.58,56,38.63
270,01-01-2025 04:29,cow_14,walking,0,0.852,0.125,0.942,-4.9,3.18,0.04,76,38.9
271,01-01-2025 04:30,cow_6,grazing,0,0.144,-0.048,1.195,-1.42,0.2,3.25,76,37.79
272,01-01-2025 04:31,cow_6,resting,0,0.051,-0.055,1.141,-8.81,0.65,-1.37,71,38.61
273,01-01-2025 04:32,cow_13,resting,0,0.062,-0.004,1.314,-5.61,-1.51,-2.9,68,37.94
274,01-01-2025 04:33,cow_19,grazing,0,0.443,0.332,0.614,-1.18,2.58,-0.19,72,38
275,01-01-2025 04:34,cow_8,grazing,1,3.798,2.55,0.24,120.83,77.02,65.53,67,39.26
276,01-01-2025 04:35,cow_2,grazing,0,0.383,0.231,0.781,-15.84,-5.33,-2.43,82,38.57
277,01-01-2025 04:36,cow_1,resting,0,-0.221,-0.118,1.219,-2.93,-0.58,1.19,77,38.33
278,01-01-2025 04:37,cow_15,ruminating,0,-0.071,-0.049,0.751,-0.06,6.11,-7.96,70,38.42
279,01-01-2025 04:38,cow_1,ruminating,0,0.369,-0.106,1.33,-0.76,-2.08,-5.19,66,39.15
280,01-01-2025 04:39,cow_5,grazing,0,0.493,0.225,0.697,-2.12,1.97,12.14,84,37.77
281,01-01-2025 04:40,cow_16,grazing,0,-0.251,-0.18,1.35,9.46,-4.32,-6.54,68,38.19
282,01-01-2025 04:41,cow_19,walking,0,0.833,0.174,1.639,-1.68,9.81,0.87,51,38.91
283,01-01-2025 04:42,cow_4,grazing,0,-0.085,0.428,1.115,-0.6,-3.28,3.75,72,39.1
284,01-01-2025 04:43,cow_3,resting,0,-0.162,0.139,1.511,-6.17,1.42,0.49,65,39.01
285,01-01-2025 04:44,cow_17,grazing,0,0.121,0.187,1.078,18.71,0.57,4.06,64,38.86
286,01-01-2025 04:45,cow_17,resting,0,0.285,-0.013,0.802,0.58,-3.72,-1.36,76,37.32
287,01-01-2025 04:46,cow_12,grazing,0,-0.246,0.192,1.031,-8.47,1.37,1.85,75,39.27
288,01-01-2025 04:47,cow_14,grazing,0,0.267,0.142,1.065,-1.35,5.14,2.17,79,38.54
289,01-01-2025 04:48,cow_6,ruminating,0,-0.079,0.109,1.223,-1.93,4.93,-9.86,74,38.28
290,01-01-2025 04:49,cow_3,walking,0,1.444,0.77,1.436,-4.51,-5.81,2.8,64,37.78
291,01-01-2025 04:50,cow_9,grazing,0,0.139,-0.358,1.092,-2.09,-4.42,-1.69,59,38.34
292,01-01-2025 04:51,cow_5,grazing,0,0.102,-0.036,1.07,-3.63,5.2,3.26,69,38.45
293,01-01-2025 04:52,cow_17,walking,1,2.259,2.186,1.034,87.82,78.75,109.39,55,38.41
294,01-01-2025 04:53,cow_14,drinking,0,-0.133,-0.093,1.19,0.8,-7.44,-5.51,57,38.32
295,01-01-2025 04:54,cow_3,grazing,0,0.119,0.204,0.848,-4.17,-0.68,1.83,64,38.14
296,01-01-2025 04:55,cow_1,grazing,0,-0.256,0.078,1.167,0.79,-0.76,-1.45,71,38.05
297,01-01-2025 04:56,cow_20,grazing,0,0.211,0.258,0.745,0.01,-6.68,4.93,69,38.31
298,01-01-2025 04:57,cow_1,ruminating,0,-0.141,-0.11,0.622,-0.1,-1.99,-3.34,71,38.89
299,01-01-2025 04:58,cow_3,grazing,0,0.03,0.244,1.229,8.08,-0.38,-3.32,63,38.42
300,01-01-2025 04:59,cow_18,grazing,0,-0.248,-0.052,1.152,-2.98,-5.64,1.5,70,38.75
301,01-01-2025 05:00,cow_10,walking,0,0.696,0.973,1.3,-1.91,-14.17,2.56,72,37.89
302,01-01-2025 05:01,cow_3,grazing,0,0.099,0.058,0.881,-3.71,-0.64,5,86,38.69
303,01-01-2025 05:02,cow_8,grazing,0,0.542,0.192,0.71,-4.77,-0.17,-10.12,72,38.34
304,01-01-2025 05:03,cow_14,walking,0,0.516,0.701,0.609,-4.98,1.89,-8.61,72,38.14
305,01-01-2025 05:04,cow_18,grazing,0,-0.168,0.188,0.986,-1.81,2.09,1.16,65,38.59
306,01-01-2025 05:05,cow_15,grazing,0,-0.061,-0.014,0.688,-2.78,-4.06,7.02,85,38.48
307,01-01-2025 05:06,cow_2,grazing,0,0.248,-0.049,1.019,2.69,-0.73,3.23,70,38.73
308,01-01-2025 05:07,cow_10,grazing,0,0.51,0.024,1.063,-6.48,-5.1,2.4,66,38.46
309,01-01-2025 05:08,cow_2,walking,0,1.328,0.571,0.29,-3.8,-5.52,-7.09,75,38.44
310,01-01-2025 05:09,cow_17,grazing,0,0.209,0.472,1.118,1.31,-3.49,4.44,62,37.29
311,01-01-2025 05:10,cow_8,drinking,0,-0.071,0.141,0.896,-2.18,-8.6,0.55,68,38.57
312,01-01-2025 05:11,cow_1,walking,0,0.229,-0.023,0.536,-0.75,-2.49,-3.66,75,38.43
313,01-01-2025 05:12,cow_9,grazing,0,0.429,0.098,0.633,-1.34,0.07,2.49,65,38.64
314,01-01-2025 05:13,cow_11,grazing,0,-0.351,-0.177,1.293,-0.46,-1.64,0.79,84,39.29
315,01-01-2025 05:14,cow_16,drinking,0,-0.122,-0.261,0.956,-6.45,-2.67,7.89,82,39.39
316,01-01-2025 05:15,cow_7,grazing,0,0.046,0.211,0.791,0.44,-3.42,9.4,79,37.75
317,01-01-2025 05:16,cow_10,walking,0,0.047,0.336,0.565,-2.69,-0.76,-2.32,53,38.17
318,01-01-2025 05:17,cow_3,ruminating,0,-0.298,0.262,1.262,-1.8,5.08,5.31,68,38.14
319,01-01-2025 05:18,cow_18,resting,0,-0.132,-0.498,0.638,1.19,-0.27,8.11,90,38.67
320,01-01-2025 05:19,cow_13,walking,0,0.389,0.329,0.447,3.84,-0.84,-2.43,78,38.39
321,01-01-2025 05:20,cow_7,grazing,0,0.295,0.483,1.468,7.69,8.61,1.68,70,38.52
322,01-01-2025 05:21,cow_4,resting,0,-0.089,0.082,0.932,-4.76,0.11,5.16,69,38.38
323,01-01-2025 05:22,cow_13,resting,0,0.376,-0.25,1.003,-9.49,0.01,0.96,66,38.32
324,01-01-2025 05:23,cow_20,grazing,0,0.172,-0.126,1.288,2.1,6.29,-2.23,70,38.75
325,01-01-2025 05:24,cow_1,grazing,0,0.11,-0.115,1.428,-5.18,-0.91,1.21,66,38.91
326,01-01-2025 05:25,cow_8,walking,0,0.579,0.245,0.578,6.48,-9.81,1.62,67,38.43
327,01-01-2025 05:26,cow_14,walking,0,0.533,0.17,0.935,4.36,4.68,-1.53,66,38.81
328,01-01-2025 05:27,cow_16,ruminating,0,-0.381,-0.155,0.662,-3.98,-3.21,2.83,67,38.28
329,01-01-2025 05:28,cow_14,grazing,0,0.819,0.101,0.854,-3.85,2.46,-5.51,72,38.1
330,01-01-2025 05:29,cow_12,grazing,0,0.004,0.166,0.621,-7.29,-8.21,-5.89,58,39.01
331,01-01-2025 05:30,cow_19,grazing,0,0.263,0.128,1.083,5.03,1.88,-0.26,75,39.23
332,01-01-2025 05:31,cow_15,resting,0,-0.095,-0.082,0.743,-4.84,-5.81,-5.24,58,38.23
333,01-01-2025 05:32,cow_2,grazing,0,-0.007,-0.25,0.783,4.94,2.84,6.64,81,38.36
334,01-01-2025 05:33,cow_2,grazing,0,0.273,0.079,1.009,-3.4,3.36,-0.31,78,38.56
335,01-01-2025 05:34,cow_19,drinking,0,0.19,-0.254,1.04,-0.56,0.51,3.68,67,37.71
336,01-01-2025 05:35,cow_17,grazing,0,0.202,0.061,1.318,6.88,1.17,-5.71,66,38.62
337,01-01-2025 05:36,cow_20,grazing,0,0.029,-0.142,1.477,-4.5,4.08,9.36,65,37.88
338,01-01-2025 05:37,cow_10,grazing,0,-0.022,0.255,1.107,0.1,-2.44,4.3,75,38.76
339,01-01-2025 05:38,cow_6,walking,0,0.317,-0.116,0.63,-3.84,-13.41,3.56,83,38.58
340,01-01-2025 05:39,cow_15,resting,0,-0.255,0.475,1.323,0.09,4,-10.23,62,39.35
341,01-01-2025 05:40,cow_11,resting,0,-0.05,0.129,0.927,-3.43,-7.39,-4.59,87,38.19
342,01-01-2025 05:41,cow_5,grazing,0,0.109,-0.075,1.006,4,2.03,0.25,71,38.67
343,01-01-2025 05:42,cow_1,grazing,0,0.154,-0.564,1.123,-3.06,2.76,-7.47,68,37.98
344,01-01-2025 05:43,cow_8,grazing,0,-0.178,0.319,0.582,-2.96,-7.62,-12.08,63,38.65
345,01-01-2025 05:44,cow_12,ruminating,0,0.22,-0.167,0.588,2.54,-8.34,2.59,60,38
346,01-01-2025 05:45,cow_12,resting,0,-0.139,-0.417,0.763,1.55,0.77,-1.01,62,38.95
347,01-01-2025 05:46,cow_5,resting,0,0.204,-0.114,1.052,11.84,4.09,-2.07,63,38.19
348,01-01-2025 05:47,cow_7,resting,0,-0.021,-0.07,1.256,1.07,1.1,1.09,67,38.46
349,01-01-2025 05:48,cow_4,resting,0,0.015,-0.013,0.824,-10,3.12,-0.93,71,38.47
350,01-01-2025 05:49,cow_6,grazing,0,0.154,0.609,0.576,-1.68,-1.32,2.77,65,38.38
351,01-01-2025 05:50,cow_13,grazing,0,0.43,-0.026,0.799,1.09,-1.27,-5.93,89,38.54
352,01-01-2025 05:51,cow_20,resting,0,-0.544,0.035,0.904,-8.36,3.32,9.79,71,38.52
353,01-01-2025 05:52,cow_15,grazing,0,-0.051,0.07,1.29,-2.19,-2.73,-9.44,84,38.28
354,01-01-2025 05:53,cow_3,resting,0,0.106,-0.045,0.796,5.9,-1.49,3.16,63,39.78
355,01-01-2025 05:54,cow_8,resting,0,-0.028,-0.006,0.76,1.25,0.38,-2.37,75,37.11
356,01-01-2025 05:55,cow_20,grazing,0,-0.048,0.16,0.962,0.02,4.16,5.12,73,38.18
357,01-01-2025 05:56,cow_16,resting,0,-0.132,-0.09,0.83,4.88,-7.64,-3.49,56,38.04
358,01-01-2025 05:57,cow_13,resting,0,-0.339,0.14,1.143,-1.37,-0.59,-12.74,77,38.77
359,01-01-2025 05:58,cow_18,ruminating,0,-0.021,0.014,0.919,-0.33,0.6,0.6,67,39
360,01-01-2025 05:59,cow_10,grazing,0,0.23,0.189,1.018,-3.86,-0.92,9.2,77,39.84
361,01-01-2025 06:00,cow_19,resting,0,-0.143,-0.186,0.886,5.89,-5.35,-4.9,64,38.21
362,01-01-2025 06:01,cow_17,grazing,0,0.055,-0.156,1.013,-4.61,-3.35,2.73,52,38.52
363,01-01-2025 06:02,cow_19,grazing,0,-0.016,0.365,1.248,3.1,-1.86,-5.59,82,37.86
364,01-01-2025 06:03,cow_5,resting,0,0.32,0.029,1.022,-5.65,-3.48,5.36,60,39.21
365,01-01-2025 06:04,cow_9,grazing,0,0.445,0.482,1.045,-3.65,8.99,6.5,69,39.92
366,01-01-2025 06:05,cow_12,grazing,0,-0.475,0.134,0.48,6.44,8.31,1.54,69,39.44
367,01-01-2025 06:06,cow_1,resting,0,-0.038,0.059,1.217,-4.49,-1.52,4.09,78,38.07
368,01-01-2025 06:07,cow_1,grazing,0,-0.27,-0.123,1.167,-4.49,9.43,-1.83,81,38.48
369,01-01-2025 06:08,cow_15,resting,0,-0.12,-0.112,0.482,-0.54,-5.39,-4.39,76,38.13
370,01-01-2025 06:09,cow_2,walking,0,1.435,1.299,0.956,-5,-5.77,4.07,64,38.56
371,01-01-2025 06:10,cow_16,grazing,0,0.071,0.403,0.591,0.83,14.47,4.85,67,38.01
372,01-01-2025 06:11,cow_8,resting,0,0.154,0.122,1.147,-0.77,-3.34,6.52,75,38.09
373,01-01-2025 06:12,cow_13,grazing,0,-0.361,0.199,1.127,2.75,-2.57,9.87,66,38.19
374,01-01-2025 06:13,cow_1,grazing,0,0.305,0.347,0.733,-0.38,-1.06,-2.73,66,38.28
375,01-01-2025 06:14,cow_16,ruminating,0,0.086,0.246,1.062,3.31,0.93,-4.85,61,38.3
376,01-01-2025 06:15,cow_7,walking,0,1.209,0.933,1.298,4.55,-0.27,-1.34,83,38.57
377,01-01-2025 06:16,cow_5,walking,0,0.318,0.874,0.918,0.02,-4.96,-1.79,66,39.43
378,01-01-2025 06:17,cow_3,grazing,0,0.18,0.056,0.828,-4.7,-1.58,-8.31,81,38.79
379,01-01-2025 06:18,cow_12,resting,0,0.058,0.218,0.823,5.05,-3.24,-0.17,68,38.48
380,01-01-2025 06:19,cow_16,walking,0,0.534,-0.131,0.553,7.76,0.09,7.12,61,38.21
381,01-01-2025 06:20,cow_19,grazing,0,0.039,-0.152,1.206,0.6,2.71,-4.7,63,38.33
382,01-01-2025 06:21,cow_5,ruminating,0,-0.019,-0.307,1.242,-5.54,-2.71,-3.43,60,38.25
383,01-01-2025 06:22,cow_14,resting,0,-0.196,0.101,0.722,-1.19,-2.69,-4.22,58,37.66
384,01-01-2025 06:23,cow_5,ruminating,0,-0.08,0.346,1.039,2.85,2.9,9.22,66,37.93
385,01-01-2025 06:24,cow_15,grazing,0,0.129,0.276,0.911,0.85,-5.2,6.16,65,38.88
386,01-01-2025 06:25,cow_17,ruminating,0,-0.057,-0.22,1.006,0.33,-6.31,-5.66,70,38.49
387,01-01-2025 06:26,cow_14,grazing,0,-0.018,-0.119,1.035,-6.45,10.02,-4.47,78,39.4
388,01-01-2025 06:27,cow_20,ruminating,0,-0.031,0.019,1.305,3.22,9.83,-2.08,54,38.5
389,01-01-2025 06:28,cow_5,resting,0,-0.002,0.008,1.077,1.85,2.07,2.61,83,37.76
390,01-01-2025 06:29,cow_12,ruminating,0,-0.004,0.237,1.196,-9.98,-1.43,1.74,77,38.33
391,01-01-2025 06:30,cow_16,grazing,0,0.263,0.613,1.077,2.17,-0.42,7.6,57,38.62
392,01-01-2025 06:31,cow_16,grazing,0,0.112,0.336,1.317,3.99,3.91,-0.15,83,38.74
393,01-01-2025 06:32,cow_7,grazing,0,0.097,-0.007,0.674,-8.7,-5.44,-2.58,68,39.46
394,01-01-2025 06:33,cow_4,grazing,0,0.344,0.003,0.652,9.36,-2.99,0.53,72,37.83
395,01-01-2025 06:34,cow_1,grazing,0,0.128,-0.151,1.244,5.79,-0.48,0.39,77,38.46
396,01-01-2025 06:35,cow_5,grazing,0,0.093,0.4,1.163,3.83,8.03,1.68,71,38.69
397,01-01-2025 06:36,cow_10,resting,0,-0.107,-0.095,1.201,-14.4,-1.72,7.27,67,38.58
398,01-01-2025 06:37,cow_5,walking,0,1.04,0.27,0.869,2.34,2,-4.07,67,38.25
399,01-01-2025 06:38,cow_4,grazing,0,0.117,0.173,0.904,-11.84,-3.91,-7.64,62,38.33
400,01-01-2025 06:39,cow_2,ruminating,0,-0.193,-0.347,1.048,0.7,-1.76,0.23,58,38.54
401,01-01-2025 06:40,cow_20,walking,0,0.21,0.518,1.142,-6.2,-2.72,1.51,75,38.7
402,01-01-2025 06:41,cow_10,walking,0,0.482,0.931,1.139,-8.57,-2.92,-0.56,77,37.91
403,01-01-2025 06:42,cow_19,ruminating,0,-0.207,0.421,0.671,-8.33,-8.38,3.9,63,38.99
404,01-01-2025 06:43,cow_1,grazing,0,0.119,0.43,0.819,-7.6,0.73,-0.13,75,38.79
405,01-01-2025 06:44,cow_5,resting,0,0.153,0.157,0.792,5.6,-3.03,-2.35,76,38.76
406,01-01-2025 06:45,cow_13,ruminating,0,-0.162,0.226,0.992,-0.69,-6.28,5.02,60,37.98
407,01-01-2025 06:46,cow_4,walking,0,0.129,0.149,0.578,6.4,1.89,3.68,67,39.19
408,01-01-2025 06:47,cow_16,resting,0,0.035,0.027,0.774,-0.44,5.52,-6.27,70,38.96
409,01-01-2025 06:48,cow_16,resting,0,0.006,-0.182,1.063,-6.86,-2.11,4.56,75,38.69
410,01-01-2025 06:49,cow_2,ruminating,0,0.46,-0.051,1.458,-2.46,-3.58,-3.09,61,37.98
411,01-01-2025 06:50,cow_17,grazing,0,0.308,0.092,0.797,-2.21,-5.05,3.91,72,38.1
412,01-01-2025 06:51,cow_20,grazing,0,-0.282,0.145,1.011,4.71,1.96,-8.51,61,38.68
413,01-01-2025 06:52,cow_12,walking,0,-0.185,0.052,0.78,-6.82,-2.14,5.05,68,38.36
414,01-01-2025 06:53,cow_18,drinking,0,0.063,0.152,1.151,1.17,1.48,-1.84,69,38.96
415,01-01-2025 06:54,cow_3,grazing,0,0.063,0.116,1.338,-5.26,-8.13,3.8,76,38.03
416,01-01-2025 06:55,cow_1,grazing,0,0.109,0.303,0.923,-4.45,-3.16,3.99,66,38.69
417,01-01-2025 06:56,cow_1,resting,0,0.013,-0.032,1.016,-6.55,1.38,1.39,69,38.62
418,01-01-2025 06:57,cow_19,resting,0,0.155,-0.221,1.056,-1.21,-1.35,-5.44,71,38.76
419,01-01-2025 06:58,cow_11,ruminating,0,0.371,0.066,1.524,-4.88,8.2,-9.03,64,38.79
420,01-01-2025 06:59,cow_5,ruminating,0,0.266,0.392,1.138,5.32,-0.79,-1.26,70,38.73
421,01-01-2025 07:00,cow_12,resting,0,-0.203,-0.002,1.307,0.38,-0.57,-6.93,58,38.48
422,01-01-2025 07:01,cow_3,grazing,0,-0.362,0.478,1.092,-10.69,2.55,-3.57,57,38.02
423,01-01-2025 07:02,cow_1,walking,0,-0.057,0.312,1.541,4.48,0.13,0.89,60,38.95
424,01-01-2025 07:03,cow_1,grazing,0,0.275,0.346,0.965,-0.98,-0.3,-2.57,67,38.79
425,01-01-2025 07:04,cow_8,resting,0,-0.105,0.315,1.348,2.94,2.94,4.72,87,38.12
426,01-01-2025 07:05,cow_10,grazing,0,-0.085,-0.019,0.908,1.61,-0.85,-1.38,84,38.29
427,01-01-2025 07:06,cow_11,resting,0,-0.165,-0.119,0.8,2.61,10.17,-0.76,71,38.94
428,01-01-2025 07:07,cow_12,grazing,0,-0.151,0.086,0.974,1.19,2.31,2.38,78,37.78
429,01-01-2025 07:08,cow_13,grazing,0,-0.365,0.093,0.998,-5.84,-0.91,-2.39,72,37.59
430,01-01-2025 07:09,cow_12,grazing,0,0.078,0.414,1.035,13.55,3.81,-0.64,77,38.09
431,01-01-2025 07:10,cow_14,drinking,0,0.114,-0.231,1.022,-8.83,-2.28,4.46,66,37.78
432,01-01-2025 07:11,cow_2,grazing,0,-0.104,-0.114,0.984,-6.66,9.66,-6.8,75,37.67
433,01-01-2025 07:12,cow_19,walking,0,0.894,0.6,1.121,-2.33,-5.57,8.39,73,38.41
434,01-01-2025 07:13,cow_18,resting,0,-0.138,-0.064,1.109,4.74,4.26,8.27,68,38.77
435,01-01-2025 07:14,cow_3,resting,0,0,-0.061,0.832,-4.84,0.84,5.69,71,38.02
436,01-01-2025 07:15,cow_17,ruminating,0,0.271,0.177,0.65,-3.02,4.09,1.57,81,38.27
437,01-01-2025 07:16,cow_8,ruminating,0,-0.098,-0.216,1.359,0.01,-0.85,-0.86,72,38.39
438,01-01-2025 07:17,cow_10,grazing,0,0.171,0.081,0.93,2.92,1.45,-6.85,56,37.99
439,01-01-2025 07:18,cow_2,grazing,0,0.072,-0.09,1.093,7.4,-4.07,-3.45,66,38.59
440,01-01-2025 07:19,cow_19,walking,0,0.763,0.097,0.811,0.11,1.51,1.54,70,39.01
441,01-01-2025 07:20,cow_9,walking,0,0.019,0.658,0.699,2.03,-3.31,-3.97,73,38.61
442,01-01-2025 07:21,cow_7,resting,0,0.049,-0.405,1.112,-7.27,2.46,5.98,79,37.69
443,01-01-2025 07:22,cow_4,grazing,0,0.041,0.365,1.33,1.12,-10.06,-0.73,71,38.05
444,01-01-2025 07:23,cow_18,grazing,0,-0.079,-0.214,1.194,-8.65,1.66,0.77,70,38.59
445,01-01-2025 07:24,cow_13,grazing,0,0.643,-0.042,1.07,-9.51,-3.85,-6.55,73,38.53
446,01-01-2025 07:25,cow_11,walking,0,0.401,-0.183,0.956,-8.2,-0.6,-6.7,72,38.68
447,01-01-2025 07:26,cow_4,ruminating,0,-0.149,-0.049,0.732,8.27,5.12,0.12,71,38.87
448,01-01-2025 07:27,cow_4,resting,0,0.195,0.195,1.149,6.49,-1.68,2.71,75,38.8
449,01-01-2025 07:28,cow_10,resting,0,-0.095,0.151,0.888,-12.62,-8.63,3.3,82,38.48
450,01-01-2025 07:29,cow_5,walking,0,0.411,0.303,1.104,4.89,8.2,-7.58,81,38.32
451,01-01-2025 07:30,cow_9,resting,0,0.039,0.132,1.096,0.94,3.78,3.11,83,38.58
452,01-01-2025 07:31,cow_3,grazing,0,0.019,0.105,0.853,-1.87,-3.52,-2.02,72,37.78
453,01-01-2025 07:32,cow_17,resting,0,-0.055,0.159,0.804,-3.9,5.83,1.13,61,39.17
454,01-01-2025 07:33,cow_3,resting,0,-0.409,0.028,1.579,2.56,-4.9,0.99,73,38.89
455,01-01-2025 07:34,cow_16,grazing,0,-0.234,0.236,1.061,-1.37,-1.11,-5.18,72,38.1
456,01-01-2025 07:35,cow_4,resting,0,0.247,-0.257,0.927,0.57,7.64,-5.1,63,40
457,01-01-2025 07:36,cow_18,resting,1,1.672,1.059,2.121,79.91,110.68,101.49,80,38.32
458,01-01-2025 07:37,cow_17,grazing,0,0.024,0.008,0.838,7.36,5.06,-2.3,77,37.86
459,01-01-2025 07:38,cow_7,ruminating,0,-0.092,0.132,0.939,-9.04,0.4,10.18,64,38.93
460,01-01-2025 07:39,cow_5,walking,0,0.711,0.582,1.431,-0.77,-2.33,1.48,73,38.29
461,01-01-2025 07:40,cow_12,walking,0,0.01,0.386,0.525,5.72,-4.56,0.51,66,37.52
462,01-01-2025 07:41,cow_17,resting,0,0.412,0.082,0.835,-2.34,6.46,5.07,61,38.54
463,01-01-2025 07:42,cow_13,resting,0,0.117,-0.168,0.665,4.83,2.76,0.81,76,38.66
464,01-01-2025 07:43,cow_3,grazing,0,0.136,0.128,1.486,-4.93,0.87,1.84,61,38.85
465,01-01-2025 07:44,cow_9,grazing,0,0.277,0.046,1.261,-3.33,2.23,-1.12,53,39.74
466,01-01-2025 07:45,cow_17,grazing,0,0.213,0.27,1.009,8.43,-1.07,-7.41,67,38.51
467,01-01-2025 07:46,cow_17,resting,0,-0.064,0.218,1.064,2.13,-5.13,-2.28,69,38.74
468,01-01-2025 07:47,cow_20,walking,0,0.796,1.395,0.708,7.66,-0.27,3.04,83,38.6
469,01-01-2025 07:48,cow_16,grazing,0,0.518,-0.555,0.785,-0.13,2.01,7.64,82,37.79
470,01-01-2025 07:49,cow_13,ruminating,0,-0.135,-0.154,0.888,4.36,-3.62,-7.87,76,37.66
471,01-01-2025 07:50,cow_19,ruminating,0,-0.05,-0.001,1.334,4.18,2.26,-7.08,84,37.87
472,01-01-2025 07:51,cow_17,ruminating,0,-0.116,0.463,0.786,0.87,-8.7,-0.31,66,38.96
473,01-01-2025 07:52,cow_4,grazing,0,-0.21,-0.047,0.631,-1.22,-2.07,3.91,66,38.47
474,01-01-2025 07:53,cow_12,resting,0,0.148,-0.092,0.93,-2.94,-2.52,1.63,67,39.72
475,01-01-2025 07:54,cow_9,grazing,0,0.106,0.101,0.862,-2.66,0.54,2.18,80,38.03
476,01-01-2025 07:55,cow_19,grazing,0,-0.337,0.043,1.204,4.18,0.45,4.21,65,37.89
477,01-01-2025 07:56,cow_12,grazing,0,0.241,0.049,1.057,-7.27,-1.65,5.13,60,39.13
478,01-01-2025 07:57,cow_9,resting,0,-0.153,0.046,1.067,-9.52,1.66,-0.06,66,37.63
479,01-01-2025 07:58,cow_7,grazing,0,0.127,0.058,1.131,3.88,-14.31,1.22,76,37.68
480,01-01-2025 07:59,cow_14,walking,0,0.183,0.462,0.812,-1.96,-0.78,2.4,73,38.6
481,01-01-2025 08:00,cow_20,grazing,0,0.188,0.295,0.942,-3.57,-1.82,-0.3,83,39
482,01-01-2025 08:01,cow_19,walking,0,-0.414,0.476,0.654,0.81,-6.41,10.86,72,38.88
483,01-01-2025 08:02,cow_15,grazing,0,-0.079,0.059,0.84,-3.57,-5,0.38,78,37.67
484,01-01-2025 08:03,cow_16,walking,0,-0.003,0.364,0.998,1.44,-5.85,2.78,59,38.98
485,01-01-2025 08:04,cow_5,resting,0,-0.19,-0.007,1.471,2.66,1.29,-5.73,63,37.85
486,01-01-2025 08:05,cow_3,ruminating,0,-0.22,0.242,1.126,5.51,3.17,-0.49,75,39.06
487,01-01-2025 08:06,cow_12,resting,0,0.038,0.168,1.111,-1.06,-1.79,-4.89,79,38.51
488,01-01-2025 08:07,cow_20,resting,0,-0.043,0.192,1.015,1.61,-1.7,-11.95,76,38.63
489,01-01-2025 08:08,cow_4,resting,0,-0.082,0.17,1.341,-4.35,1.28,-3.48,62,39.29
490,01-01-2025 08:09,cow_16,grazing,0,0.002,0.187,1.017,5.51,-4.95,0.32,57,38.78
491,01-01-2025 08:10,cow_7,resting,0,-0.004,-0.168,0.644,0.54,3.26,-5.8,74,39.16
492,01-01-2025 08:11,cow_13,grazing,0,0.045,0.079,0.734,-0.61,3.11,-1.76,65,38.43
493,01-01-2025 08:12,cow_10,drinking,0,0.267,-0.191,0.833,-6.15,4.07,1.46,76,38.19
494,01-01-2025 08:13,cow_7,resting,0,-0.177,-0.431,0.543,-7.43,0.45,-9.73,66,38.25
495,01-01-2025 08:14,cow_14,grazing,0,-0.121,0.058,1.451,-4.06,3.61,5.37,62,38.72
